,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_2225,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,NA
ASV_2226,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Ottowia,NA
ASV_2227,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Pedomicrobium,NA
ASV_2228,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Rheinheimera,NA
ASV_2229,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
ASV_2230,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,NA
ASV_2231,Bacteria,Patescibacteria,Gracilibacteria,JGI 0000069-P22,NA,NA,NA
ASV_2232,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Rheinheimera,NA
ASV_2233,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Bact-08,NA
ASV_2234,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
ASV_2235,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Thauera,NA
ASV_2236,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Aquimonas,NA
ASV_2237,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Opitutales,Opitutaceae,Oleiharenicola,NA
ASV_2238,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,NA,NA,NA
ASV_2239,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Blastomonas,NA
ASV_2240,Bacteria,Patescibacteria,Gracilibacteria,Candidatus Peregrinibacteria,NA,NA,NA
ASV_2241,Bacteria,Pseudomonadota,Alphaproteobacteria,Holosporales,Holosporaceae,NA,NA
ASV_2242,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,acidiphobus
ASV_2243,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Ottowia,NA
ASV_2244,Bacteria,Pseudomonadota,Gammaproteobacteria,Salinisphaerales,Nevskiaceae,Sinimarinibacterium,NA
ASV_2245,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Rheinheimera,NA
ASV_2246,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,NA,NA
ASV_2247,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
ASV_2248,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
ASV_2249,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,NA
ASV_2250,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Pseudaeromonas,NA
ASV_2251,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methyloparacoccus,NA
ASV_2252,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,NA
ASV_2253,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA,NA
ASV_2254,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,NA,NA
ASV_2255,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Pedosphaerales,Pedosphaeraceae,DEV114,NA
ASV_2256,Bacteria,Bacillota,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Megasphaera,NA
ASV_2257,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Candidatus Gigarickettsia,NA
ASV_2258,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Limnobacter,NA
ASV_2259,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingoaurantiacus,NA
ASV_2260,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Brachymonas,denitrificans
ASV_2261,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Hydrogenophilaceae,NA,NA
ASV_2262,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Ottowia,NA
ASV_2263,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,NA,NA
ASV_2264,Bacteria,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,NA,NA
ASV_2265,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,NA
ASV_2266,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Aquimonas,NA
ASV_2267,Bacteria,Pseudomonadota,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,NA,NA
ASV_2268,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,NA
ASV_2269,Bacteria,Thermodesulfobacteriota,Desulfuromonadia,Bradymonadales,NA,NA,NA
ASV_2270,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Pseudobdellovibrionaceae,OM27 clade,NA
ASV_2271,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Limnobacter,NA
ASV_2272,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
ASV_2273,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Aquimonas,NA
ASV_2274,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,NA,NA
ASV_2275,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,NA,NA
ASV_2276,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Stenotrophomonas,maltophilia
ASV_2277,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,NA,NA,NA
ASV_2278,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Rurimicrobium,NA
ASV_2279,Bacteria,Pseudomonadota,Gammaproteobacteria,Salinisphaerales,Nevskiaceae,Solimonas,NA
ASV_2280,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Parachlamydiaceae,Neochlamydia,NA
ASV_2281,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,NA,NA,NA
ASV_2282,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
ASV_2283,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
ASV_2284,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Inhella,NA
ASV_2285,Bacteria,Cyanobacteriota,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,Candidatus Obscuribacter,NA
ASV_2286,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methyloparacoccus,NA
ASV_2287,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,NA,NA,NA
ASV_2288,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Allochromatium,NA
ASV_2289,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Pedosphaerales,Pedosphaeraceae,Oikopleura,NA
ASV_2290,Bacteria,Pseudomonadota,Gammaproteobacteria,Run-SP154,NA,NA,NA
ASV_2291,Bacteria,Actinomycetota,Actinobacteria,PeM15,NA,NA,NA
ASV_2292,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,NA
ASV_2293,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,NA
ASV_2294,Bacteria,Bacillota,Clostridia,Oscillospirales,Ruminococcaceae,Candidatus Soleaferrea,NA
ASV_2295,Bacteria,Patescibacteria,Parcubacteria,Candidatus Kaiserbacteria,NA,NA,NA
ASV_2296,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,NA,NA
ASV_2297,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Opitutales,Opitutaceae,Oleiharenicola,NA
ASV_2298,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Aurantisolimonas,NA
ASV_2299,Bacteria,Pseudomonadota,Alphaproteobacteria,Tistrellales,Tistrellaceae,Tistrella,mobilis
ASV_2300,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Rurimicrobium,NA
ASV_2301,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Zoogloea,resiniphila
ASV_2302,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,atypica
ASV_2303,Bacteria,Pseudomonadota,Gammaproteobacteria,Halothiobacillales,Halothiobacillaceae,Thiovirga,NA
ASV_2304,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,211ds20,NA,NA
ASV_2305,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Limnobacter,NA
ASV_2306,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,TRA3-20,NA,NA
ASV_2307,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,NA
ASV_2308,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Halolactibacillus,NA
ASV_2309,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,butzleri
ASV_2310,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,NA,NA
ASV_2311,Bacteria,Bacillota,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Anaerovorax,NA
ASV_2312,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,NA,NA
ASV_2313,Bacteria,Pseudomonadota,Alphaproteobacteria,Zavarziniales,Zavarziniaceae,Zavarzinia,compransoris
ASV_2314,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Rheinheimera,NA
ASV_2315,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,NA
ASV_2316,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Limnobacter,NA
ASV_2317,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera,NA
ASV_2318,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,NA
ASV_2319,Bacteria,Pseudomonadota,Gammaproteobacteria,R7C24,NA,NA,NA
ASV_2320,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,C39,NA
ASV_2321,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,NA
ASV_2322,Bacteria,Pseudomonadota,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,NA,NA
ASV_2323,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Hydrogenophilaceae,NA,NA
ASV_2324,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,NA
ASV_2325,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,NA
ASV_2326,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Hydrogenophilaceae,NA,NA
ASV_2327,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Lacisediminimonas,NA
ASV_2328,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,NA,NA
ASV_2329,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
ASV_2330,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
ASV_2331,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,AB1,NA,NA
ASV_2332,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,NA
ASV_2333,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhapis,NA
ASV_2334,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29 marine group,NA
ASV_2335,Bacteria,Patescibacteria,Gracilibacteria,JGI 0000069-P22,NA,NA,NA
ASV_2336,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,cosmopolitanus
ASV_2337,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Aquabacterium,NA
ASV_2338,Bacteria,Pseudomonadota,Alphaproteobacteria,Holosporales,Holosporaceae,Candidatus Bealeia,NA
ASV_2339,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,NA
ASV_2340,Bacteria,Pseudomonadota,Gammaproteobacteria,Run-SP154,NA,NA,NA
ASV_2341,Bacteria,Bdellovibrionota,Bacteriovoracia,Bacteriovoracales,Bacteriovoracaceae,Bacteriovorax,NA
ASV_2342,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altericroceibacterium,NA
ASV_2343,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas,NA
ASV_2344,Bacteria,Pseudomonadota,Gammaproteobacteria,Salinisphaerales,Nevskiaceae,NA,NA
ASV_2345,Bacteria,Patescibacteria,Microgenomatia,Candidatus Collierbacteria,NA,NA,NA
ASV_2346,Bacteria,Actinomycetota,Actinobacteria,PeM15,NA,NA,NA
ASV_2347,Bacteria,Thermodesulfobacteriota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,Desulfobulbus,NA
ASV_2348,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,MWH-UniP1 aquatic group,NA,NA
ASV_2349,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,pallens
ASV_2350,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,NA
ASV_2351,Bacteria,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA
ASV_2352,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Thauera,NA
ASV_2353,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Tolumonas,NA
ASV_2354,Bacteria,Cyanobacteriota,Sericytochromatia,NA,NA,NA,NA
ASV_2355,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingoaurantiacus,NA
ASV_2356,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Daejeonella,NA
ASV_2357,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomonas,NA
ASV_2358,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Microbacteriaceae,Aurantimicrobium,minutum
ASV_2359,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomonas,NA
ASV_2360,Bacteria,Bdellovibrionota,Bacteriovoracia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,NA
ASV_2361,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
ASV_2362,Bacteria,Bacillota,Clostridia,Oscillospirales,[Eubacterium] coprostanoligenes group,NA,NA
ASV_2363,Bacteria,Pseudomonadota,Gammaproteobacteria,Run-SP154,NA,NA,NA
ASV_2364,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,C39,NA
ASV_2365,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
ASV_2366,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Verrucomicrobiaceae,Brevifollis,NA
ASV_2367,Bacteria,Pseudomonadota,Gammaproteobacteria,Salinisphaerales,Nevskiaceae,Solimonas,NA
ASV_2368,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Aquabacterium,parvum
ASV_2369,Bacteria,Pseudomonadota,Gammaproteobacteria,Run-SP154,NA,NA,NA
ASV_2370,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobium,NA
ASV_2371,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Demequinaceae,Demequina,NA
ASV_2372,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Brucella,NA
ASV_2373,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,NA
ASV_2374,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,NA,NA
ASV_2375,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Candidatus Symbiobacter,NA
ASV_2376,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade,NA
ASV_2377,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,NA
ASV_2378,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans,NA
ASV_2379,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Ottowia,NA
ASV_2380,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Stenotrophomonas,maltophilia
ASV_2381,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Aggregatibacter,NA
ASV_2382,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Microbacteriaceae,Leifsonia,NA
ASV_2383,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,cosmopolitanus
ASV_2384,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Pseudoxanthomonas,mexicana
ASV_2385,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Perlucidibaca,NA
ASV_2386,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV_2387,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,sputorum
ASV_2388,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingoaurantiacus,NA
ASV_2389,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29 marine group,NA
ASV_2390,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Daejeonella,NA
ASV_2391,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Perlucidibaca,piscinae
ASV_2392,Bacteria,Pseudomonadota,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus Captivus,NA
ASV_2393,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Ottowia,NA
ASV_2394,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,NA,NA,NA
ASV_2395,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hirschia,NA
ASV_2396,Bacteria,Pseudomonadota,Gammaproteobacteria,Salinisphaerales,Nevskiaceae,NA,NA
ASV_2397,Bacteria,Actinomycetota,Actinobacteria,PeM15,NA,NA,NA
ASV_2398,Bacteria,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfomicrobiaceae,Desulfomicrobium,salsuginis
ASV_2399,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,NA
ASV_2400,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Paludibaculum,NA
ASV_2401,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,NA
ASV_2402,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,NA,NA
ASV_2403,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Cavicella,NA
ASV_2404,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Bact-08,NA
ASV_2405,Bacteria,Bacillota,BRH-c20a,NA,NA,NA,NA
ASV_2406,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,C39,NA
ASV_2407,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobium,NA
ASV_2408,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,NA
ASV_2409,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,NA,NA
ASV_2410,Bacteria,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,NA,NA
ASV_2411,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,NA
ASV_2412,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29 marine group,NA
ASV_2413,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Macellibacteroides,fermentans
ASV_2414,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,NA
ASV_2415,Bacteria,Bdellovibrionota,Bacteriovoracia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,NA
ASV_2416,Bacteria,Actinomycetota,Actinobacteria,PeM15,NA,NA,NA
ASV_2417,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altericroceibacterium,NA
ASV_2418,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Microbacteriaceae,NA,NA
ASV_2419,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methyloparacoccus,NA
ASV_2420,Bacteria,Pseudomonadota,Gammaproteobacteria,Salinisphaerales,Nevskiaceae,Fontimonas,NA
ASV_2421,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,C39,NA
ASV_2422,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,NA
ASV_2423,Bacteria,Bacillota,BRH-c20a,NA,NA,NA,NA
ASV_2424,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
ASV_2425,Bacteria,Pseudomonadota,Gammaproteobacteria,Salinisphaerales,Nevskiaceae,NA,NA
ASV_2426,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,NA
ASV_2427,Bacteria,Pseudomonadota,Gammaproteobacteria,Salinisphaerales,Nevskiaceae,Solimonas,NA
ASV_2428,Bacteria,Thermodesulfobacteriota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,Desulfobulbus,NA
ASV_2429,Bacteria,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfomicrobiaceae,Desulfomicrobium,NA
ASV_2430,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12 marine group,NA,NA
ASV_2431,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,NA
ASV_2432,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomonas,NA
ASV_2433,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,MWH-UniP1 aquatic group,NA,NA
ASV_2434,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Ahniella,NA
ASV_2435,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,NA
ASV_2436,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,NA
ASV_2437,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Opitutales,Opitutaceae,Oleiharenicola,NA
ASV_2438,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,NA
ASV_2439,Bacteria,Pseudomonadota,Gammaproteobacteria,R7C24,NA,NA,NA
ASV_2440,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
ASV_2441,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
ASV_2442,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,NA,NA,NA
ASV_2443,Bacteria,Pseudomonadota,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,NA,NA
ASV_2444,Bacteria,Bacillota,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Anaerovorax,NA
ASV_2445,Bacteria,Planctomycetota,OM190,NA,NA,NA,NA
ASV_2446,Bacteria,Pseudomonadota,Gammaproteobacteria,Salinisphaerales,Nevskiaceae,Panacagrimonas,NA
ASV_2447,Bacteria,Actinomycetota,Actinobacteria,PeM15,NA,NA,NA
ASV_2448,Bacteria,Pseudomonadota,Gammaproteobacteria,Salinisphaerales,Nevskiaceae,Sinimarinibacterium,NA
ASV_2449,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Pedosphaerales,Pedosphaeraceae,SH3-11,NA
ASV_2450,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade,NA
ASV_2451,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Methyloversatilis,NA
ASV_2452,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Opitutales,Opitutaceae,Cephaloticoccus,NA
ASV_2453,Bacteria,Actinomycetota,Actinobacteria,PeM15,NA,NA,NA
ASV_2454,Bacteria,Pseudomonadota,Gammaproteobacteria,Salinisphaerales,Nevskiaceae,Solimonas,NA
ASV_2455,Bacteria,Bacillota,Desulfitobacteriia,Desulfitobacteriales,Incertae Sedis,TC1,NA
ASV_2456,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Parapusillimonas,NA
ASV_2457,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Parapusillimonas,NA
ASV_2458,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,TRA3-20,NA,NA
ASV_2459,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Pedosphaerales,Pedosphaeraceae,Oikopleura,NA
ASV_2460,Bacteria,Bacillota,Bacilli,Staphylococcales,Gemellaceae,Gemella,morbillorum
